ENSEMBL	Symbol	Description	Biotype
ENSG00000146678	IGFBP1	insulin like growth factor binding protein 1	protein_coding
ENSG00000259583	ALDH1A3-AS1	ALDH1A3 antisense RNA 1	lncRNA
ENSG00000204219	TCEA3	transcription elongation factor A3	protein_coding
ENSG00000139209	SLC38A4	solute carrier family 38 member 4	protein_coding
ENSG00000102760	RGCC	regulator of cell cycle	protein_coding
ENSG00000057704	TMCC3	transmembrane and coiled-coil domain family 3	protein_coding
ENSG00000014257	ACP3	acid phosphatase 3	protein_coding
ENSG00000129048	ACKR4	atypical chemokine receptor 4	protein_coding
ENSG00000136010	ALDH1L2	aldehyde dehydrogenase 1 family member L2	protein_coding
ENSG00000206075	SERPINB5	serpin family B member 5	protein_coding
ENSG00000007237	GAS7	growth arrest specific 7	protein_coding
ENSG00000105519	CAPS	calcyphosine	protein_coding
ENSG00000163879	DNALI1	dynein axonemal light intermediate chain 1	protein_coding
ENSG00000148053	NTRK2	neurotrophic receptor tyrosine kinase 2	protein_coding
ENSG00000111335	OAS2	2'-5'-oligoadenylate synthetase 2	protein_coding
ENSG00000140526	ABHD2	abhydrolase domain containing 2, acylglycerol lipase	protein_coding
ENSG00000143028	SYPL2	synaptophysin like 2	protein_coding
ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein_coding
ENSG00000176641	RNF152	ring finger protein 152	protein_coding
ENSG00000129654	FOXJ1	forkhead box J1	protein_coding
ENSG00000196083	IL1RAP	interleukin 1 receptor accessory protein	protein_coding
