ENSEMBL	Symbol	Description	Biotype
ENSG00000140931	CMTM3	CKLF like MARVEL transmembrane domain containing 3	protein_coding
ENSG00000136881	BAAT	bile acid-CoA:amino acid N-acyltransferase	protein_coding
ENSG00000265458	NARF-AS2	NARF antisense RNA 2	lncRNA
ENSG00000170345	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	protein_coding
ENSG00000162994	CLHC1	clathrin heavy chain linker domain containing 1	protein_coding
ENSG00000170899	GSTA4	glutathione S-transferase alpha 4	protein_coding
ENSG00000144583	MARCHF4	membrane associated ring-CH-type finger 4	protein_coding
ENSG00000236423	LINC01134	long intergenic non-protein coding RNA 1134	lncRNA
ENSG00000106683	LIMK1	LIM domain kinase 1	protein_coding
ENSG00000100532	CGRRF1	cell growth regulator with ring finger domain 1	protein_coding
ENSG00000102466	FGF14	fibroblast growth factor 14	protein_coding
ENSG00000102886	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	protein_coding
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1	protein_coding
ENSG00000174130	TLR6	toll like receptor 6	protein_coding
ENSG00000198133	TMEM229B	transmembrane protein 229B	protein_coding
ENSG00000163735	CXCL5	C-X-C motif chemokine ligand 5	protein_coding
ENSG00000286722		novel transcript, antisense to AHCYL2	lncRNA
ENSG00000136813	ECPAS	Ecm29 proteasome adaptor and scaffold	protein_coding
ENSG00000132256	TRIM5	tripartite motif containing 5	protein_coding
ENSG00000169562	GJB1	gap junction protein beta 1	protein_coding
ENSG00000214193	SH3D21	SH3 domain containing 21	protein_coding
ENSG00000219607	PPP1R3G	protein phosphatase 1 regulatory subunit 3G	protein_coding
ENSG00000235568	NFAM1	NFAT activating protein with ITAM motif 1	protein_coding
ENSG00000136930	PSMB7	proteasome 20S subunit beta 7	protein_coding
ENSG00000287625		novel transcript	lncRNA
ENSG00000182963	GJC1	gap junction protein gamma 1	protein_coding
ENSG00000277632	CCL3	C-C motif chemokine ligand 3	protein_coding
ENSG00000273398		novel protein	protein_coding
ENSG00000286273		novel transcript, antisense to GPR87	lncRNA
ENSG00000205755	CRLF2	cytokine receptor like factor 2	protein_coding
ENSG00000164400	CSF2	colony stimulating factor 2	protein_coding
ENSG00000116254	CHD5	chromodomain helicase DNA binding protein 5	protein_coding
ENSG00000136114	THSD1	thrombospondin type 1 domain containing 1	protein_coding
ENSG00000162594	IL23R	interleukin 23 receptor	protein_coding
ENSG00000150347	ARID5B	AT-rich interaction domain 5B	protein_coding
ENSG00000081277	PKP1	plakophilin 1	protein_coding
ENSG00000103647	CORO2B	coronin 2B	protein_coding
ENSG00000243896	OR2A7	olfactory receptor family 2 subfamily A member 7	protein_coding
ENSG00000180938	ZNF572	zinc finger protein 572	protein_coding
ENSG00000168350	DEGS2	delta 4-desaturase, sphingolipid 2	protein_coding
ENSG00000105971	CAV2	caveolin 2	protein_coding
ENSG00000126218	F10	coagulation factor X	protein_coding
ENSG00000140025	EFCAB11	EF-hand calcium binding domain 11	protein_coding
ENSG00000164509	IL31RA	interleukin 31 receptor A	protein_coding
ENSG00000127084	FGD3	FYVE, RhoGEF and PH domain containing 3	protein_coding
ENSG00000160180	TFF3	trefoil factor 3	protein_coding
ENSG00000166828	SCNN1G	sodium channel epithelial 1 subunit gamma	protein_coding
ENSG00000090776	EFNB1	ephrin B1	protein_coding
ENSG00000247011		novel transcript	lncRNA
ENSG00000189056	RELN	reelin	protein_coding
ENSG00000234171	RNASEH1-DT	RNASEH1 divergent transcript	lncRNA
ENSG00000288558	DUS4L-BCAP29	DUS4L-BCAP29 readthrough	protein_coding
ENSG00000259115		novel transcript	lncRNA
ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2	protein_coding
ENSG00000224165	DNAJC27-AS1	DNAJC27 antisense RNA 1	lncRNA
ENSG00000128268	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	protein_coding
ENSG00000071242	RPS6KA2	ribosomal protein S6 kinase A2	protein_coding
ENSG00000231298	MANCR	mitotically associated long non coding RNA	lncRNA
ENSG00000167767	KRT80	keratin 80	protein_coding
ENSG00000119321	FKBP15	FKBP prolyl isomerase family member 15	protein_coding
ENSG00000270959	LPP-AS2	LPP antisense RNA 2	lncRNA
ENSG00000248592	STIMATE-MUSTN1	STIMATE-MUSTN1 readthrough	protein_coding
ENSG00000278266		novel transcript	lncRNA
ENSG00000101342	TLDC2	TBC/LysM-associated domain containing 2	protein_coding
ENSG00000281991	TMEM265	transmembrane protein 265	protein_coding
ENSG00000221923	ZNF880	zinc finger protein 880	protein_coding
ENSG00000105974	CAV1	caveolin 1	protein_coding
ENSG00000138347	MYPN	myopalladin	protein_coding
ENSG00000167601	AXL	AXL receptor tyrosine kinase	protein_coding
ENSG00000164379	FOXQ1	forkhead box Q1	protein_coding
ENSG00000290930	OR7E91P	olfactory receptor family 7 subfamily E member 91 pseudogene	lncRNA
ENSG00000168301	KCTD6	potassium channel tetramerization domain containing 6	protein_coding
ENSG00000159788	RGS12	regulator of G protein signaling 12	protein_coding
ENSG00000177144	NUDT4B	nudix hydrolase 4B	protein_coding
ENSG00000165168	CYBB	cytochrome b-245 beta chain	protein_coding
ENSG00000197124	ZNF682	zinc finger protein 682	protein_coding
ENSG00000137745	MMP13	matrix metallopeptidase 13	protein_coding
ENSG00000146232	NFKBIE	NFKB inhibitor epsilon	protein_coding
ENSG00000033100	CHPF2	chondroitin polymerizing factor 2	protein_coding
ENSG00000107021	TBC1D13	TBC1 domain family member 13	protein_coding
ENSG00000175003	SLC22A1	solute carrier family 22 member 1	protein_coding
ENSG00000198774	RASSF9	Ras association domain family member 9	protein_coding
ENSG00000153485	LYSET	lysosomal enzyme trafficking factor	protein_coding
ENSG00000142552	RCN3	reticulocalbin 3	protein_coding
ENSG00000164120	HPGD	15-hydroxyprostaglandin dehydrogenase	protein_coding
ENSG00000145703	IQGAP2	IQ motif containing GTPase activating protein 2	protein_coding
ENSG00000104691	UBXN8	UBX domain protein 8	protein_coding
ENSG00000184160	ADRA2C	adrenoceptor alpha 2C	protein_coding
ENSG00000147100	SLC16A2	solute carrier family 16 member 2	protein_coding
ENSG00000245293	CYP2U1-AS1	CYP2U1 and SGMS2 antisense RNA 1	lncRNA
ENSG00000181982	CCDC149	coiled-coil domain containing 149	protein_coding
ENSG00000262768		novel transcript, antisense to CBX8	lncRNA
ENSG00000083857	FAT1	FAT atypical cadherin 1	protein_coding
ENSG00000120833	SOCS2	suppressor of cytokine signaling 2	protein_coding
ENSG00000019549	SNAI2	snail family transcriptional repressor 2	protein_coding
ENSG00000080573	COL5A3	collagen type V alpha 3 chain	protein_coding
ENSG00000166394	CYB5R2	cytochrome b5 reductase 2	protein_coding
ENSG00000206073	SERPINB4	serpin family B member 4	protein_coding
ENSG00000111885	MAN1A1	mannosidase alpha class 1A member 1	protein_coding
ENSG00000132688	NES	nestin	protein_coding
ENSG00000110328	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18	protein_coding
ENSG00000108932	SLC16A6	solute carrier family 16 member 6	protein_coding
ENSG00000115008	IL1A	interleukin 1 alpha	protein_coding
ENSG00000142623	PADI1	peptidyl arginine deiminase 1	protein_coding
ENSG00000206538	VGLL3	vestigial like family member 3	protein_coding
ENSG00000186994	KANK3	KN motif and ankyrin repeat domains 3	protein_coding
ENSG00000137876	RSL24D1	ribosomal L24 domain containing 1	protein_coding
ENSG00000124116	WFDC3	WAP four-disulfide core domain 3	protein_coding
ENSG00000183153	GJD3	gap junction protein delta 3	protein_coding
ENSG00000189058	APOD	apolipoprotein D	protein_coding
ENSG00000162654	GBP4	guanylate binding protein 4	protein_coding
ENSG00000148516	ZEB1	zinc finger E-box binding homeobox 1	protein_coding
ENSG00000092208	GEMIN2	gem nuclear organelle associated protein 2	protein_coding
ENSG00000215113	CXorf49B	chromosome X open reading frame 49B	protein_coding
ENSG00000109205	ODAM	odontogenic, ameloblast associated	protein_coding
ENSG00000153253	SCN3A	sodium voltage-gated channel alpha subunit 3	protein_coding
ENSG00000231528	FAM225A	family with sequence similarity 225 member A	lncRNA
ENSG00000231742	LINC01273	long intergenic non-protein coding RNA 1273	lncRNA
ENSG00000171863	RPS7	ribosomal protein S7	protein_coding
ENSG00000120057	SFRP5	secreted frizzled related protein 5	protein_coding
ENSG00000131981	LGALS3	galectin 3	protein_coding
ENSG00000206337	HCP5	HLA complex P5	lncRNA
ENSG00000286913		novel transcript, antisense to IQCJ-SCHIP1	lncRNA
ENSG00000129295	DNAAF11	dynein axonemal assembly factor 11	protein_coding
ENSG00000232803	SLCO4A1-AS1	SLCO4A1 antisense RNA 1	lncRNA
ENSG00000100055	CYTH4	cytohesin 4	protein_coding
ENSG00000106123	EPHB6	EPH receptor B6	protein_coding
ENSG00000149527	PLCH2	phospholipase C eta 2	protein_coding
ENSG00000173531	MST1	macrophage stimulating 1	protein_coding
ENSG00000198203	SULT1C2	sulfotransferase family 1C member 2	protein_coding
ENSG00000119547	ONECUT2	one cut homeobox 2	protein_coding
ENSG00000169245	CXCL10	C-X-C motif chemokine ligand 10	protein_coding
ENSG00000158164	TMSB15A	thymosin beta 15A	protein_coding
ENSG00000269313	MAGIX	MAGI family member, X-linked	protein_coding
ENSG00000275793	RIMBP3	RIMS binding protein 3	protein_coding
ENSG00000189283	FHIT	fragile histidine triad diadenosine triphosphatase	protein_coding
ENSG00000108669	CYTH1	cytohesin 1	protein_coding
ENSG00000169740	ZNF32	zinc finger protein 32	protein_coding
ENSG00000288869	SMANTIS	SMARCA4 interacting SWI/SNF chromatin remodeling complex scaffold lncRNA	lncRNA
ENSG00000099250	NRP1	neuropilin 1	protein_coding
ENSG00000204516	MICB	MHC class I polypeptide-related sequence B	protein_coding
ENSG00000109321	AREG	amphiregulin	protein_coding
ENSG00000148411	NACC2	NACC family member 2	protein_coding
ENSG00000077044	DGKD	diacylglycerol kinase delta	protein_coding
ENSG00000241794	SPRR2A	small proline rich protein 2A	protein_coding
ENSG00000100985	MMP9	matrix metallopeptidase 9	protein_coding
ENSG00000146666	LINC00525	long intergenic non-protein coding RNA 525	lncRNA
ENSG00000268129		novel transcript	lncRNA
ENSG00000155918	RAET1L	retinoic acid early transcript 1L	protein_coding
ENSG00000262188	LINC01978	long intergenic non-protein coding RNA 1978	lncRNA
ENSG00000185352	HS6ST3	heparan sulfate 6-O-sulfotransferase 3	protein_coding
ENSG00000221821	C6orf226	chromosome 6 open reading frame 226	protein_coding
ENSG00000124802	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	protein_coding
ENSG00000122068	FYTTD1	forty-two-three domain containing 1	protein_coding
ENSG00000204128	C2orf72	chromosome 2 open reading frame 72	protein_coding
ENSG00000234432	LINC02983	long intergenic non-protein coding RNA 2983	lncRNA
ENSG00000268471	MIR4453HG	MIR4453 host gene	lncRNA
ENSG00000106066	CPVL	carboxypeptidase vitellogenic like	protein_coding
ENSG00000286587		novel transcript	lncRNA
ENSG00000124575	H1-3	H1.3 linker histone, cluster member	protein_coding
ENSG00000125384	PTGER2	prostaglandin E receptor 2	protein_coding
ENSG00000124249	KCNK15	potassium two pore domain channel subfamily K member 15	protein_coding
ENSG00000133112	TPT1	tumor protein, translationally-controlled 1	protein_coding
ENSG00000171806	METTL18	methyltransferase 18, RPL3 N3(tau)-histidine	protein_coding
ENSG00000166592	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	protein_coding
ENSG00000167617	CDC42EP5	CDC42 effector protein 5	protein_coding
ENSG00000278834		novel transcript, antisense to SMARCE1	lncRNA
ENSG00000183655	KLHL25	kelch like family member 25	protein_coding
ENSG00000143353	LYPLAL1	lysophospholipase like 1	protein_coding
ENSG00000111254	AKAP3	A-kinase anchoring protein 3	protein_coding
ENSG00000175066	GK5	glycerol kinase 5	protein_coding
ENSG00000267774		novel transcript, antisense to CCBE1	lncRNA
ENSG00000148426	PROSER2	proline and serine rich 2	protein_coding
ENSG00000087494	PTHLH	parathyroid hormone like hormone	protein_coding
ENSG00000290789		novel transcript	lncRNA
ENSG00000103226	NOMO3	NODAL modulator 3	protein_coding
ENSG00000166676	TVP23A	trans-golgi network vesicle protein 23 homolog A	protein_coding
ENSG00000114541	FRMD4B	FERM domain containing 4B	protein_coding
ENSG00000165868	HSPA12A	heat shock protein family A (Hsp70) member 12A	protein_coding
ENSG00000130856	ZNF236	zinc finger protein 236	protein_coding
ENSG00000166959	MS4A8	membrane spanning 4-domains A8	protein_coding
ENSG00000154133	ROBO4	roundabout guidance receptor 4	protein_coding
ENSG00000122861	PLAU	plasminogen activator, urokinase	protein_coding
ENSG00000056558	TRAF1	TNF receptor associated factor 1	protein_coding
ENSG00000114405	CEP15	centrosomal protein 15	protein_coding
ENSG00000186648	CARMIL3	capping protein regulator and myosin 1 linker 3	protein_coding
ENSG00000189171	S100A13	S100 calcium binding protein A13	protein_coding
ENSG00000180758	GPR157	G protein-coupled receptor 157	protein_coding
ENSG00000059378	PARP12	poly(ADP-ribose) polymerase family member 12	protein_coding
ENSG00000169860	P2RY1	purinergic receptor P2Y1	protein_coding
ENSG00000113361	CDH6	cadherin 6	protein_coding
ENSG00000047648	ARHGAP6	Rho GTPase activating protein 6	protein_coding
ENSG00000185100	ADSS1	adenylosuccinate synthase 1	protein_coding
ENSG00000127418	FGFRL1	fibroblast growth factor receptor like 1	protein_coding
ENSG00000226314	ZKSCAN8P1	ZKSCAN8 pseudogene 1	protein_coding
ENSG00000236901	MIR600HG	MIR600 host gene	lncRNA
ENSG00000090060	PAPOLA	poly(A) polymerase alpha	protein_coding
ENSG00000240857	RDH14	retinol dehydrogenase 14	protein_coding
ENSG00000261455	LINC01003	long intergenic non-protein coding RNA 1003	lncRNA
ENSG00000165879	FRAT1	FRAT regulator of WNT signaling pathway 1	protein_coding
ENSG00000241322	FBXW10B	F-box and WD repeat domain containing 10B	protein_coding
ENSG00000275713	H2BC9	H2B clustered histone 9	protein_coding
ENSG00000179361	ARID3B	AT-rich interaction domain 3B	protein_coding
ENSG00000159231	CBR3	carbonyl reductase 3	protein_coding
ENSG00000175866	BAIAP2	BAR/IMD domain containing adaptor protein 2	protein_coding
ENSG00000130396	AFDN	afadin, adherens junction formation factor	protein_coding
ENSG00000123360	PDE1B	phosphodiesterase 1B	protein_coding
ENSG00000154451	GBP5	guanylate binding protein 5	protein_coding
ENSG00000166143	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D	protein_coding
ENSG00000263429	TMEM238L	transmembrane protein 238 like	protein_coding
ENSG00000254670	RASSF10-DT	RASSF10 divergent transcript	lncRNA
ENSG00000231107	LINC01508	long intergenic non-protein coding RNA 1508	lncRNA
ENSG00000159388	BTG2	BTG anti-proliferation factor 2	protein_coding
ENSG00000106089	STX1A	syntaxin 1A	protein_coding
ENSG00000268621	IGFL2-AS1	IGFL2 antisense RNA 1	lncRNA
ENSG00000255248	MIR100HG	mir-100-let-7a-2-mir-125b-1 cluster host gene	lncRNA
ENSG00000153982	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	protein_coding
ENSG00000260231	KDM7A-DT	KDM7A divergent transcript	lncRNA
ENSG00000232949		novel transcript, antisense to STEAP1B	lncRNA
ENSG00000144747	TMF1	TATA element modulatory factor 1	protein_coding
ENSG00000258708	SLC25A21-AS1	SLC25A21 antisense RNA 1	lncRNA
ENSG00000263004	AKAP1-DT	AKAP1 divergent transcript	lncRNA
ENSG00000179431	FJX1	four-jointed box kinase 1	protein_coding
ENSG00000143061	IGSF3	immunoglobulin superfamily member 3	protein_coding
ENSG00000271780		novel transcript	lncRNA
ENSG00000198542	ITGBL1	integrin subunit beta like 1	protein_coding
ENSG00000160223	ICOSLG	inducible T cell costimulator ligand	protein_coding
ENSG00000272143	FGF14-AS2	FGF14 antisense RNA 2	lncRNA
ENSG00000222001		novel transcript, antisense to NGEF	lncRNA
ENSG00000109654	TRIM2	tripartite motif containing 2	protein_coding
ENSG00000198836	OPA1	OPA1 mitochondrial dynamin like GTPase	protein_coding
ENSG00000101298	SNPH	syntaphilin	protein_coding
ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14	protein_coding
ENSG00000151276	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	protein_coding
ENSG00000158825	CDA	cytidine deaminase	protein_coding
ENSG00000159387	IRX6	iroquois homeobox 6	protein_coding
ENSG00000070882	OSBPL3	oxysterol binding protein like 3	protein_coding
ENSG00000151240	DIP2C	disco interacting protein 2 homolog C	protein_coding
ENSG00000105976	MET	MET proto-oncogene, receptor tyrosine kinase	protein_coding
ENSG00000165606	DRGX	dorsal root ganglia homeobox	protein_coding
ENSG00000132274	TRIM22	tripartite motif containing 22	protein_coding
ENSG00000136237	RAPGEF5	Rap guanine nucleotide exchange factor 5	protein_coding
ENSG00000176209	SMIM19	small integral membrane protein 19	protein_coding
ENSG00000111845	PAK1IP1	PAK1 interacting protein 1	protein_coding
ENSG00000185774	KCNIP4	potassium voltage-gated channel interacting protein 4	protein_coding
ENSG00000112293	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	protein_coding
ENSG00000152804	HHEX	hematopoietically expressed homeobox	protein_coding
ENSG00000258940	MIA2-AS1	MIA2 antisense RNA 1	lncRNA
ENSG00000137710	RDX	radixin	protein_coding
ENSG00000171310	CHST11	carbohydrate sulfotransferase 11	protein_coding
ENSG00000163093	BBS5	Bardet-Biedl syndrome 5	protein_coding
ENSG00000148344	PTGES	prostaglandin E synthase	protein_coding
ENSG00000105879	CBLL1	Cbl proto-oncogene like 1	protein_coding
ENSG00000189325	BNIP5	BCL2 interacting protein 5	protein_coding
ENSG00000269416	LINC01224	long intergenic non-protein coding RNA 1224	lncRNA
ENSG00000136908	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	protein_coding
ENSG00000164690	SHH	sonic hedgehog signaling molecule	protein_coding
ENSG00000002587	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1	protein_coding
ENSG00000145861	C1QTNF2	C1q and TNF related 2	protein_coding
ENSG00000258077		novel transcript	lncRNA
ENSG00000120738	EGR1	early growth response 1	protein_coding
ENSG00000287966	LARRPM	LINC00240 antisense RNA regulating promoter methylation	lncRNA
ENSG00000162976	SLC66A3	solute carrier family 66 member 3	protein_coding
ENSG00000117519	CNN3	calponin 3	protein_coding
ENSG00000153944	MSI2	musashi RNA binding protein 2	protein_coding
ENSG00000139926	FRMD6	FERM domain containing 6	protein_coding
ENSG00000111348	ARHGDIB	Rho GDP dissociation inhibitor beta	protein_coding
ENSG00000133985	TTC9	tetratricopeptide repeat domain 9	protein_coding
ENSG00000114270	COL7A1	collagen type VII alpha 1 chain	protein_coding
ENSG00000171533	MAP6	microtubule associated protein 6	protein_coding
ENSG00000184454	NCMAP	non-compact myelin associated protein	protein_coding
ENSG00000135926	TMBIM1	transmembrane BAX inhibitor motif containing 1	protein_coding
ENSG00000151067	CACNA1C	calcium voltage-gated channel subunit alpha1 C	protein_coding
ENSG00000156411	ATP5MJ	ATP synthase membrane subunit j	protein_coding
ENSG00000213398	LCAT	lecithin-cholesterol acyltransferase	protein_coding
ENSG00000130283	GDF1	growth differentiation factor 1	protein_coding
ENSG00000253368	TRNP1	TMF1 regulated nuclear protein 1	protein_coding
ENSG00000136630	HLX	H2.0 like homeobox	protein_coding
ENSG00000214128	TMEM213	transmembrane protein 213	protein_coding
ENSG00000117115	PADI2	peptidyl arginine deiminase 2	protein_coding
ENSG00000184305	CCSER1	coiled-coil serine rich protein 1	protein_coding
ENSG00000203645	LINC00501	long intergenic non-protein coding RNA 501	lncRNA
ENSG00000149742	SLC22A9	solute carrier family 22 member 9	protein_coding
ENSG00000116106	EPHA4	EPH receptor A4	protein_coding
ENSG00000123384	LRP1	LDL receptor related protein 1	protein_coding
ENSG00000231925	TAPBP	TAP binding protein	protein_coding
ENSG00000105877	DNAH11	dynein axonemal heavy chain 11	protein_coding
ENSG00000153779	TGIF2LX	TGFB induced factor homeobox 2 like X-linked	protein_coding
ENSG00000196542	SPTSSB	serine palmitoyltransferase small subunit B	protein_coding
ENSG00000168394	TAP1	transporter 1, ATP binding cassette subfamily B member	protein_coding
ENSG00000116667	C1orf21	chromosome 1 open reading frame 21	protein_coding
ENSG00000250072	SH3TC2-DT	SH3TC2 divergent transcript	lncRNA
ENSG00000135960	EDAR	ectodysplasin A receptor	protein_coding
ENSG00000274828		novel transcript	lncRNA
ENSG00000196937	FAM3C	FAM3 metabolism regulating signaling molecule C	protein_coding
ENSG00000270170	NCBP2AS2	NCBP2 antisense 2 (head to head)	protein_coding
ENSG00000116574	RHOU	ras homolog family member U	protein_coding
ENSG00000233569		novel transcript	lncRNA
ENSG00000287156		novel transcript, antisense to BMP4	lncRNA
ENSG00000259132		novel protein	protein_coding
ENSG00000172175	MALT1	MALT1 paracaspase	protein_coding
ENSG00000101680	LAMA1	laminin subunit alpha 1	protein_coding
ENSG00000123689	G0S2	G0/G1 switch 2	protein_coding
ENSG00000182899	RPL35A	ribosomal protein L35a	protein_coding
ENSG00000121858	TNFSF10	TNF superfamily member 10	protein_coding
ENSG00000235852		novel transcript	lncRNA
ENSG00000128340	RAC2	Rac family small GTPase 2	protein_coding
ENSG00000130304	SLC27A1	solute carrier family 27 member 1	protein_coding
ENSG00000167552	TUBA1A	tubulin alpha 1a	protein_coding
ENSG00000090316	MAEA	macrophage erythroblast attacher, E3 ubiquitin ligase	protein_coding
ENSG00000185313	SCN10A	sodium voltage-gated channel alpha subunit 10	protein_coding
ENSG00000197050	ZNF420	zinc finger protein 420	protein_coding
ENSG00000273173	SNURF	SNRPN upstream open reading frame	protein_coding
ENSG00000122515	ZMIZ2	zinc finger MIZ-type containing 2	protein_coding
ENSG00000116991	SIPA1L2	signal induced proliferation associated 1 like 2	protein_coding
ENSG00000104818	CGB2	chorionic gonadotropin subunit beta 2	protein_coding
ENSG00000157388	CACNA1D	calcium voltage-gated channel subunit alpha1 D	protein_coding
ENSG00000266208	GJD3-AS1	GJD3 antisense RNA 1	lncRNA
ENSG00000196420	S100A5	S100 calcium binding protein A5	protein_coding
ENSG00000138623	SEMA7A	semaphorin 7A (John Milton Hagen blood group)	protein_coding
ENSG00000233532	LINC00460	long intergenic non-protein coding RNA 460	lncRNA
ENSG00000175592	FOSL1	FOS like 1, AP-1 transcription factor subunit	protein_coding
ENSG00000291083	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene	lncRNA
ENSG00000166106	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	protein_coding
ENSG00000196747	H2AC13	H2A clustered histone 13	protein_coding
ENSG00000243926	TIPARP-AS1	TIPARP antisense RNA 1	lncRNA
ENSG00000114948	ADAM23	ADAM metallopeptidase domain 23	protein_coding
ENSG00000272449		novel transcript	lncRNA
ENSG00000107140	TESK1	testis associated actin remodelling kinase 1	protein_coding
ENSG00000185339	TCN2	transcobalamin 2	protein_coding
ENSG00000223617	LINC00370	long intergenic non-protein coding RNA 370	lncRNA
ENSG00000183853	KIRREL1	kirre like nephrin family adhesion molecule 1	protein_coding
ENSG00000261437	LINC02894	long intergenic non-protein coding RNA 2894	lncRNA
ENSG00000265107	GJA5	gap junction protein alpha 5	protein_coding
ENSG00000186847	KRT14	keratin 14	protein_coding
ENSG00000137331	IER3	immediate early response 3	protein_coding
ENSG00000099957	P2RX6	purinergic receptor P2X 6	protein_coding
ENSG00000235142	LINC02532	long intergenic non-protein coding RNA 2532	lncRNA
ENSG00000289971		novel transcript	lncRNA
ENSG00000250305	TRMT9B	tRNA methyltransferase 9B (putative)	protein_coding
ENSG00000155792	DEPTOR	DEP domain containing MTOR interacting protein	protein_coding
ENSG00000164970	FAM219A	family with sequence similarity 219 member A	protein_coding
ENSG00000110400	NECTIN1	nectin cell adhesion molecule 1	protein_coding
ENSG00000003402	CFLAR	CASP8 and FADD like apoptosis regulator	protein_coding
ENSG00000272398	CD24	CD24 molecule	protein_coding
ENSG00000053254	FOXN3	forkhead box N3	protein_coding
ENSG00000167123	CERCAM	cerebral endothelial cell adhesion molecule	protein_coding
ENSG00000143633	C1orf131	chromosome 1 open reading frame 131	protein_coding
ENSG00000196787	H2AC11	H2A clustered histone 11	protein_coding
ENSG00000197859	ADAMTSL2	ADAMTS like 2	protein_coding
ENSG00000188549	CCDC9B	coiled-coil domain containing 9B	protein_coding
ENSG00000131187	F12	coagulation factor XII	protein_coding
ENSG00000163485	ADORA1	adenosine A1 receptor	protein_coding
ENSG00000170270	GON7	GON7 subunit of KEOPS complex	protein_coding
ENSG00000103044	HAS3	hyaluronan synthase 3	protein_coding
ENSG00000222047	C10orf55	chromosome 10 putative open reading frame 55	lncRNA
ENSG00000115267	IFIH1	interferon induced with helicase C domain 1	protein_coding
ENSG00000131459	GFPT2	glutamine-fructose-6-phosphate transaminase 2	protein_coding
ENSG00000237988	OR2I1P	olfactory receptor family 2 subfamily I member 1 pseudogene	protein_coding
ENSG00000269973		novel transcript	lncRNA
ENSG00000290387	SORD2P	sorbitol dehydrogenase 2, pseudogene	lncRNA
ENSG00000146648	EGFR	epidermal growth factor receptor	protein_coding
ENSG00000283992	SLURP2	secreted LY6/PLAUR domain containing 2	protein_coding
ENSG00000184203	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	protein_coding
ENSG00000158691	ZSCAN12	zinc finger and SCAN domain containing 12	protein_coding
ENSG00000197696	NMB	neuromedin B	protein_coding
ENSG00000272853	SUV39H2-DT	SUV39H2 divergent transcript	lncRNA
ENSG00000152766	ANKRD22	ankyrin repeat domain 22	protein_coding
ENSG00000273259		novel protein	protein_coding
ENSG00000131910	NR0B2	nuclear receptor subfamily 0 group B member 2	protein_coding
ENSG00000100170	SLC5A1	solute carrier family 5 member 1	protein_coding
