ENSEMBL	Symbol	Description	Biotype
ENSG00000043591	ADRB1	adrenoceptor beta 1	protein_coding
ENSG00000171450	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2	protein_coding
ENSG00000131979	GCH1	GTP cyclohydrolase 1	protein_coding
ENSG00000168135	KCNJ4	potassium inwardly rectifying channel subfamily J member 4	protein_coding
ENSG00000173699	SPATA3	spermatogenesis associated 3	protein_coding
ENSG00000288658		novel protein, ortholog of Gm2102 (M. musculus)	protein_coding
ENSG00000182870	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9	protein_coding
ENSG00000164674	SYTL3	synaptotagmin like 3	protein_coding
ENSG00000286134		novel transcript	lncRNA
ENSG00000197548	ATG7	autophagy related 7	protein_coding
ENSG00000253187	HOXA10-AS	HOXA10 antisense RNA	lncRNA
ENSG00000166796	LDHC	lactate dehydrogenase C	protein_coding
ENSG00000149557	FEZ1	fasciculation and elongation protein zeta 1	protein_coding
ENSG00000146521	LINC01558	long intergenic non-protein coding RNA 1558	lncRNA
ENSG00000172331	BPGM	bisphosphoglycerate mutase	protein_coding
ENSG00000261115	TMEM178B	transmembrane protein 178B	protein_coding
ENSG00000282988		novel protein	protein_coding
ENSG00000219626	FAM228B	family with sequence similarity 228 member B	protein_coding
ENSG00000290032		novel transcript	lncRNA
ENSG00000251144		novel transcript	lncRNA
ENSG00000227121	LINC02672	long intergenic non-protein coding RNA 2672	lncRNA
ENSG00000133121	STARD13	StAR related lipid transfer domain containing 13	protein_coding
ENSG00000054983	GALC	galactosylceramidase	protein_coding
ENSG00000137364	TPMT	thiopurine S-methyltransferase	protein_coding
ENSG00000112304	ACOT13	acyl-CoA thioesterase 13	protein_coding
ENSG00000103888	CEMIP	cell migration inducing hyaluronidase 1	protein_coding
ENSG00000185269	NOTUM	notum, palmitoleoyl-protein carboxylesterase	protein_coding
ENSG00000137142	IGFBPL1	insulin like growth factor binding protein like 1	protein_coding
ENSG00000288684		novel protein	protein_coding
ENSG00000177614	PGBD5	piggyBac transposable element derived 5	protein_coding
ENSG00000107821	KAZALD1	Kazal type serine peptidase inhibitor domain 1	protein_coding
ENSG00000169884	WNT10B	Wnt family member 10B	protein_coding
ENSG00000167600	CYP2S1	cytochrome P450 family 2 subfamily S member 1	protein_coding
ENSG00000133401	PDZD2	PDZ domain containing 2	protein_coding
ENSG00000011028	MRC2	mannose receptor C type 2	protein_coding
ENSG00000214491	SEC14L6	SEC14 like lipid binding 6	protein_coding
ENSG00000133019	CHRM3	cholinergic receptor muscarinic 3	protein_coding
ENSG00000198721	ECI2	enoyl-CoA delta isomerase 2	protein_coding
ENSG00000002933	TMEM176A	transmembrane protein 176A	protein_coding
ENSG00000072952	IRAG1	inositol 1,4,5-triphosphate receptor associated 1	protein_coding
ENSG00000181315	ZNF322	zinc finger protein 322	protein_coding
ENSG00000125618	PAX8	paired box 8	protein_coding
ENSG00000265933	LINC00668	long intergenic non-protein coding RNA 668	lncRNA
ENSG00000136274	NACAD	NAC alpha domain containing	protein_coding
ENSG00000152763	DNAI4	dynein axonemal intermediate chain 4	protein_coding
ENSG00000243955	GSTA1	glutathione S-transferase alpha 1	protein_coding
ENSG00000161682	FAM171A2	family with sequence similarity 171 member A2	protein_coding
ENSG00000174469	CNTNAP2	contactin associated protein 2	protein_coding
ENSG00000227640	SOX21-AS1	SOX21 antisense divergent transcript 1	lncRNA
ENSG00000261770		novel transcript	lncRNA
ENSG00000168140	VASN	vasorin	protein_coding
ENSG00000102962	CCL22	C-C motif chemokine ligand 22	protein_coding
ENSG00000277758	SYT15B	synaptotagmin 15B	protein_coding
ENSG00000160991	ORAI2	ORAI calcium release-activated calcium modulator 2	protein_coding
ENSG00000282728	PGR-AS1	PGR antisense RNA 1	lncRNA
ENSG00000158406	H4C8	H4 clustered histone 8	protein_coding
ENSG00000164199	ADGRV1	adhesion G protein-coupled receptor V1	protein_coding
ENSG00000110324	IL10RA	interleukin 10 receptor subunit alpha	protein_coding
ENSG00000005108	THSD7A	thrombospondin type 1 domain containing 7A	protein_coding
ENSG00000036828	CASR	calcium sensing receptor	protein_coding
ENSG00000124766	SOX4	SRY-box transcription factor 4	protein_coding
ENSG00000177675	CD163L1	CD163 molecule like 1	protein_coding
ENSG00000137274	BPHL	biphenyl hydrolase like	protein_coding
ENSG00000168907	PLA2G4F	phospholipase A2 group IVF	protein_coding
ENSG00000136425	CIB2	calcium and integrin binding family member 2	protein_coding
ENSG00000272734	ADIRF-AS1	ADIRF antisense RNA 1	lncRNA
ENSG00000173080	RXFP4	relaxin family peptide/INSL5 receptor 4	protein_coding
ENSG00000083290	ULK2	unc-51 like autophagy activating kinase 2	protein_coding
ENSG00000170873	MTSS1	MTSS I-BAR domain containing 1	protein_coding
ENSG00000096654	ZNF184	zinc finger protein 184	protein_coding
ENSG00000131831	RAI2	retinoic acid induced 2	protein_coding
ENSG00000180787	ZFP3	ZFP3 zinc finger protein	protein_coding
ENSG00000160712	IL6R	interleukin 6 receptor	protein_coding
ENSG00000130303	BST2	bone marrow stromal cell antigen 2	protein_coding
ENSG00000253846	PCDHGA10	protocadherin gamma subfamily A, 10	protein_coding
ENSG00000214357	NEURL1B	neuralized E3 ubiquitin protein ligase 1B	protein_coding
ENSG00000185201	IFITM2	interferon induced transmembrane protein 2	protein_coding
ENSG00000107099	DOCK8	dedicator of cytokinesis 8	protein_coding
ENSG00000178597	PSAPL1	prosaposin like 1	protein_coding
ENSG00000069764	PLA2G10	phospholipase A2 group X	protein_coding
ENSG00000124102	PI3	peptidase inhibitor 3	protein_coding
ENSG00000171227	TMEM37	transmembrane protein 37	protein_coding
ENSG00000147246	HTR2C	5-hydroxytryptamine receptor 2C	protein_coding
ENSG00000169330	MINAR1	membrane integral NOTCH2 associated receptor 1	protein_coding
ENSG00000173258	ZNF483	zinc finger protein 483	protein_coding
ENSG00000178882	RFLNA	refilin A	protein_coding
ENSG00000010810	FYN	FYN proto-oncogene, Src family tyrosine kinase	protein_coding
ENSG00000291084	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2	lncRNA
ENSG00000106804	C5	complement C5	protein_coding
ENSG00000166816	LDHD	lactate dehydrogenase D	protein_coding
ENSG00000148175	STOM	stomatin	protein_coding
ENSG00000138792	ENPEP	glutamyl aminopeptidase	protein_coding
ENSG00000172508	CARNS1	carnosine synthase 1	protein_coding
ENSG00000148965	SAA4	serum amyloid A4, constitutive	protein_coding
ENSG00000136928	GABBR2	gamma-aminobutyric acid type B receptor subunit 2	protein_coding
ENSG00000143167	GPA33	glycoprotein A33	protein_coding
ENSG00000127863	TNFRSF19	TNF receptor superfamily member 19	protein_coding
ENSG00000248874	LINC02899	long intergenic non-protein coding RNA 2899	lncRNA
ENSG00000215808	LINC01139	long intergenic non-protein coding RNA 1139	lncRNA
ENSG00000151748	SAV1	salvador family WW domain containing protein 1	protein_coding
ENSG00000187231	SESTD1	SEC14 and spectrin domain containing 1	protein_coding
ENSG00000134757	DSG3	desmoglein 3	protein_coding
ENSG00000129538	RNASE1	ribonuclease A family member 1, pancreatic	protein_coding
ENSG00000124787	RPP40	ribonuclease P/MRP subunit p40	protein_coding
ENSG00000153093	ACOXL	acyl-CoA oxidase like	protein_coding
ENSG00000241635	UGT1A1	UDP glucuronosyltransferase family 1 member A1	protein_coding
ENSG00000289697		novel protein	protein_coding
ENSG00000058335	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1	protein_coding
ENSG00000091129	NRCAM	neuronal cell adhesion molecule	protein_coding
ENSG00000136999	CCN3	cellular communication network factor 3	protein_coding
ENSG00000159433	STARD9	StAR related lipid transfer domain containing 9	protein_coding
ENSG00000196812	ZSCAN16	zinc finger and SCAN domain containing 16	protein_coding
ENSG00000187837	H1-2	H1.2 linker histone, cluster member	protein_coding
ENSG00000269226	TMSB15C	thymosin beta 15C	protein_coding
ENSG00000122490	SLC66A2	solute carrier family 66 member 2	protein_coding
ENSG00000124788	ATXN1	ataxin 1	protein_coding
ENSG00000134627	PIWIL4	piwi like RNA-mediated gene silencing 4	protein_coding
ENSG00000091073	DTX2	deltex E3 ubiquitin ligase 2	protein_coding
ENSG00000074219	TEAD2	TEA domain transcription factor 2	protein_coding
ENSG00000274253		novel transcript, sense overlapping NIPA1	lncRNA
ENSG00000106031	HOXA13	homeobox A13	protein_coding
ENSG00000003096	KLHL13	kelch like family member 13	protein_coding
ENSG00000110651	CD81	CD81 molecule	protein_coding
ENSG00000155760	FZD7	frizzled class receptor 7	protein_coding
ENSG00000227258	SMIM2-AS1	SMIM2 antisense RNA 1	lncRNA
ENSG00000114854	TNNC1	troponin C1, slow skeletal and cardiac type	protein_coding
ENSG00000248515		novel transcript	lncRNA
ENSG00000273032	DGCR5	DiGeorge syndrome critical region gene 5	lncRNA
ENSG00000185518	SV2B	synaptic vesicle glycoprotein 2B	protein_coding
ENSG00000254122	PCDHGB7	protocadherin gamma subfamily B, 7	protein_coding
ENSG00000266743		novel transcript	lncRNA
ENSG00000125430	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1	protein_coding
ENSG00000176903	PNMA1	PNMA family member 1	protein_coding
ENSG00000168993	CPLX1	complexin 1	protein_coding
ENSG00000176771	NCKAP5	NCK associated protein 5	protein_coding
ENSG00000186832	KRT16	keratin 16	protein_coding
ENSG00000177096	PHETA2	PH domain containing endocytic trafficking adaptor 2	protein_coding
ENSG00000130066	SAT1	spermidine/spermine N1-acetyltransferase 1	protein_coding
ENSG00000250337	PURPL	p53 upregulated regulator of p53 levels	lncRNA
ENSG00000132429	POPDC3	popeye domain containing 3	protein_coding
ENSG00000109927	TECTA	tectorin alpha	protein_coding
ENSG00000135472	FAIM2	Fas apoptotic inhibitory molecule 2	protein_coding
ENSG00000271079	CTAGE15	CTAGE family member 15	protein_coding
ENSG00000134339	SAA2	serum amyloid A2	protein_coding
ENSG00000048740	CELF2	CUGBP Elav-like family member 2	protein_coding
ENSG00000102804	TSC22D1	TSC22 domain family member 1	protein_coding
ENSG00000290677		novel transcript	lncRNA
ENSG00000288695		novel protein, SRD5A3-RP11-177J6.1 readthrough	protein_coding
ENSG00000106688	SLC1A1	solute carrier family 1 member 1	protein_coding
ENSG00000233822	H2BC15	H2B clustered histone 15	protein_coding
ENSG00000137266	SLC22A23	solute carrier family 22 member 23	protein_coding
ENSG00000089472	HEPH	hephaestin	protein_coding
ENSG00000128578	STRIP2	striatin interacting protein 2	protein_coding
ENSG00000102854	MSLN	mesothelin	protein_coding
ENSG00000214376	VSTM5	V-set and transmembrane domain containing 5	protein_coding
ENSG00000115738	ID2	inhibitor of DNA binding 2	protein_coding
ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1	protein_coding
ENSG00000273802	H2BC8	H2B clustered histone 8	protein_coding
ENSG00000110002	VWA5A	von Willebrand factor A domain containing 5A	protein_coding
ENSG00000139910	NOVA1	NOVA alternative splicing regulator 1	protein_coding
ENSG00000269906		novel transcript, sense intronic to SAV1	lncRNA
ENSG00000119866	BCL11A	BCL11 transcription factor A	protein_coding
